0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
300,000000
300,000000
300,000000
1300,000000
1300,000000
1300,000000
2300,000000
2300,000000
2300,000000
3300,000000
3300,000000
3300,000000
4300,000000
4300,000000
4300,000000
5300,000000
5300,000000
5300,000000
6300,000000
6300,000000
6300,000000
3850,000000
3850,000000
3850,000000
3266,666667
3266,666667
3266,666667
4266,666667
4266,666667
4266,666667
5266,666667
5266,666667
5266,666667
4950,000000
4950,000000
4950,000000
4033,333333
4033,333333
4033,333333
4400,000000
4400,000000
4400,000000
5400,000000
5400,000000
5400,000000
5600,000000
5600,000000
5600,000000
5320,000000
5320,000000
5320,000000
6320,000000
6320,000000
6320,000000
7320,000000
7320,000000
7320,000000
7008,333333
7008,333333
7008,333333
6957,142857
6957,142857
6957,142857
7446,666667
7446,666667
7446,666667
8446,666667
8446,666667
8446,666667
9446,666667
9446,666667
9446,666667
10446,666667
10446,666667
10446,666667
10762,500000
10762,500000
10762,500000
11762,500000
11762,500000
11762,500000
10810,526316
10810,526316
10810,526316
10752,380952
10752,380952
10752,380952
11752,380952
11752,380952
11752,380952
12218,181818
12218,181818
12218,181818
12647,826087
12647,826087
12647,826087
13647,826087
13647,826087
13647,826087
14647,826087
14647,826087
14647,826087
15029,166667
15029,166667
15029,166667
16029,166667
16029,166667
16029,166667
17029,166667
17029,166667
17029,166667
17312,000000
17312,000000
17312,000000
18312,000000
18312,000000
18312,000000
19312,000000
19312,000000
19312,000000
19553,846154
19553,846154
19553,846154
20553,846154
20553,846154
20553,846154
20762,962963
20762,962963
20762,962963
19656,666667
19656,666667
19656,666667
19381,250000
19381,250000
19381,250000
20381,250000
20381,250000
20381,250000
20739,393939
20739,393939
20739,393939
21739,393939
21739,393939
21739,393939
22088,235294
22088,235294
22088,235294
23088,235294
23088,235294
23088,235294
24088,235294
24088,235294
24088,235294
25088,235294
25088,235294
25088,235294
24672,222222
24672,222222
24672,222222
24991,891892
24991,891892
24991,891892
25326,315789
25326,315789
25326,315789
26326,315789
26326,315789
26326,315789
27326,315789
27326,315789
27326,315789
28326,315789
28326,315789
28326,315789
28592,307692
28592,307692
28592,307692
29592,307692
29592,307692
29592,307692
30592,307692
30592,307692
30592,307692
31592,307692
31592,307692
31592,307692
31031,707317
31031,707317
31031,707317
31273,809524
31273,809524
31273,809524
32273,809524
32273,809524
32273,809524
32513,953488
32513,953488
32513,953488
33513,953488
33513,953488
33513,953488
33740,909091
33740,909091
33740,909091
34740,909091
34740,909091
34740,909091
34968,888889
34968,888889
34968,888889
34459,574468
34459,574468
34459,574468
34028,571429
34028,571429
34028,571429
35028,571429
35028,571429
35028,571429
36028,571429
36028,571429
36028,571429
37028,571429
37028,571429
37028,571429
37282,000000
37282,000000
37282,000000
38282,000000
38282,000000
38282,000000
39282,000000
39282,000000
39282,000000
39503,921569
39503,921569
39503,921569
40503,921569
40503,921569
40503,921569
40707,692308
40707,692308
40707,692308
41707,692308
41707,692308
41707,692308
42707,692308
42707,692308
42707,692308
42896,226415
42896,226415
42896,226415
43896,226415
43896,226415
43896,226415
44896,226415
44896,226415
44896,226415
45050,000000
45050,000000
45050,000000
46050,000000
46050,000000
46050,000000
44596,491228
44596,491228
44596,491228
44061,016949
44061,016949
44061,016949
45061,016949
45061,016949
45061,016949
45303,333333
45303,333333
45303,333333
45557,377049
45557,377049
45557,377049
45817,741935
45817,741935
45817,741935
44676,923077
44676,923077
44676,923077
45676,923077
45676,923077
45676,923077
46676,923077
46676,923077
46676,923077
46969,696970
46969,696970
46969,696970
46588,235294
46588,235294
46588,235294
46248,571429
46248,571429
46248,571429
47248,571429
47248,571429
47248,571429
48248,571429
48248,571429
48248,571429
49248,571429
49248,571429
49248,571429
49553,521127
49553,521127
49553,521127
49186,301370
49186,301370
49186,301370
49513,513514
49513,513514
49513,513514
49842,666667
49842,666667
49842,666667
50842,666667
50842,666667
50842,666667
51842,666667
51842,666667
51842,666667
52842,666667
52842,666667
52842,666667
53135,526316
53135,526316
53135,526316
53438,961039
53438,961039
53438,961039
53743,589744
53743,589744
53743,589744
54743,589744
54743,589744
54743,589744
55743,589744
55743,589744
55743,589744
56030,379747
56030,379747
56030,379747
55637,037037
55637,037037
55637,037037
56637,037037
56637,037037
56637,037037
56272,289157
56272,289157
56272,289157
57272,289157
57272,289157
57272,289157
57590,476190
57590,476190
57590,476190
57905,882353
57905,882353
57905,882353
58905,882353
58905,882353
58905,882353
59905,882353
59905,882353
59905,882353
60905,882353
60905,882353
60905,882353
61905,882353
61905,882353
61905,882353
62905,882353
62905,882353
62905,882353
63905,882353
63905,882353
63905,882353
64156,976744
64156,976744
64156,976744
64411,494253
64411,494253
64411,494253
63949,438202
63949,438202
63949,438202
64233,333333
64233,333333
64233,333333
64523,076923
64523,076923
64523,076923
65523,076923
65523,076923
65523,076923
66523,076923
66523,076923
66523,076923
66791,304348
66791,304348
66791,304348
66357,446809
66357,446809
66357,446809
67357,446809
67357,446809
67357,446809
68357,446809
68357,446809
68357,446809
69357,446809
69357,446809
69357,446809
69624,210526
69624,210526
69624,210526
69893,750000
69893,750000
69893,750000
70167,010309
70167,010309
70167,010309
71167,010309
71167,010309
71167,010309
72167,010309
72167,010309
72167,010309
70987,000000
70987,000000
70987,000000
71987,000000
71987,000000
71987,000000
72987,000000
72987,000000
72987,000000
73987,000000
73987,000000
73987,000000
74246,534653
74246,534653
74246,534653
74512,745098
74512,745098
74512,745098
74785,436893
74785,436893
74785,436893
75785,436893
75785,436893
75785,436893
76048,076923
76048,076923
76048,076923
77048,076923
77048,076923
77048,076923
77310,476190
77310,476190
77310,476190
76145,370370
76145,370370
76145,370370
77145,370370
77145,370370
77145,370370
78145,370370
78145,370370
78145,370370
79145,370370
79145,370370
79145,370370
79414,678899
79414,678899
79414,678899
79689,090909
79689,090909
79689,090909
80689,090909
80689,090909
80689,090909
80953,153153
80953,153153
80953,153153
81953,153153
81953,153153
81953,153153
82953,153153
82953,153153
82953,153153
83953,153153
83953,153153
83953,153153
84953,153153
84953,153153
84953,153153
85953,153153
85953,153153
85953,153153
86181,250000
86181,250000
86181,250000
87181,250000
87181,250000
87181,250000
88181,250000
88181,250000
88181,250000
88400,884956
88400,884956
88400,884956
88621,052632
88621,052632
88621,052632
88846,956522
88846,956522
88846,956522
89846,956522
89846,956522
89846,956522
90069,827586
90069,827586
90069,827586
91069,827586
91069,827586
91069,827586
92069,827586
92069,827586
92069,827586
93069,827586
93069,827586
93069,827586
94069,827586
94069,827586
94069,827586
95069,827586
95069,827586
95069,827586
95250,427350
95250,427350
95250,427350
94642,857143
94642,857143
94642,857143
94854,166667
94854,166667
94854,166667
95854,166667
95854,166667
95854,166667
96060,330579
96060,330579
96060,330579
94736,290323
94736,290323
94736,290323
94973,600000
94973,600000
94973,600000
95973,600000
95973,600000
95973,600000
94717,968750
94717,968750
94717,968750
94979,069767
94979,069767
94979,069767
93809,848485
93809,848485
93809,848485
94809,848485
94809,848485
94809,848485
95809,848485
95809,848485
95809,848485
96084,962406
96084,962406
96084,962406
97084,962406
97084,962406
97084,962406
97360,447761
97360,447761
97360,447761
97633,333333
97633,333333
97633,333333
97911,029412
97911,029412
97911,029412
98911,029412
98911,029412
